0.01,r,0.9920039465,0,0.9920039465,0
0.02,r,0.9919635795,0,0.9919635795,0
0.03,r,0.991922803,0,0.991922803,0
0.04,r,0.9918816106,0,0.9918816106,0
0.05,r,0.991839996,0,0.991839996,0
0.06,r,0.9917979527,0,0.9917979527,0
0.07,r,0.991755474,0,0.991755474,0
0.08,r,0.9917125531,0,0.9917125531,0
0.09,r,0.9916691831,0,0.9916691831,0
0.1,r,0.9916253569,0,0.9916253569,0
0.11,r,0.9915810672,0,0.9915810672,0
0.12,r,0.9915363067,0,0.9915363067,0
0.13,r,0.9914910678,0,0.9914910678,0
0.14,r,0.9914453428,0,0.9914453428,0
0.15,r,0.9913991239,0,0.9913991239,0
0.16,r,0.9913524029,0,0.9913524029,0
0.17,r,0.9913051717,0,0.9913051717,0
0.18,r,0.9912574219,0,0.9912574219,0
0.19,r,0.9912091449,0,0.9912091449,0
0.2,r,0.9911603318,0,0.9911603318,0
0.21,r,0.9911109738,0,0.9911109738,0
0.22,r,0.9910610616,0,0.9910610616,0
0.23,r,0.9910105859,0,0.9910105859,0
0.24,r,0.9909595371,0,0.9909595371,0
0.25,r,0.9909079053,0,0.9909079053,0
0.26,r,0.9908556806,0,0.9908556806,0
0.27,r,0.9908028526,0,0.9908028526,0
0.28,r,0.9907494108,0,0.9907494108,0
0.29,r,0.9906953445,0,0.9906953445,0
0.3,r,0.9906406427,0,0.9906406427,0
0.31,r,0.9905852941,0,0.9905852941,0
0.32,r,0.9905292871,0,0.9905292871,0
0.33,r,0.99047261,0,0.99047261,0
0.34,r,0.9904152507,0,0.9904152507,0
0.35,r,0.9903571967,0,0.9903571967,0
0.36,r,0.9902984354,0,0.9902984354,0
0.37,r,0.9902389538,0,0.9902389538,0
0.38,r,0.9901787386,0,0.9901787386,0
0.39,r,0.990117776,0,0.990117776,0
0.4,r,0.9900560522,0,0.9900560522,0
0.41,r,0.9899935527,0,0.9899935527,0
0.42,r,0.9899302629,0,0.9899302629,0
0.43,r,0.9898661676,0,0.9898661676,0
0.44,r,0.9898012514,0,0.9898012514,0
0.45,r,0.9897354985,0,0.9897354985,0
0.46,r,0.9896688926,0,0.9896688926,0
0.47,r,0.9896014169,0,0.9896014169,0
0.48,r,0.9895330543,0,0.9895330543,0
0.49,r,0.9894637872,0,0.9894637872,0
0.5,r,0.9893935976,0,0.9893935976,0
0.51,r,0.9893224669,0,0.9893224669,0
0.52,r,0.9892503761,0,0.9892503761,0
0.53,r,0.9891773055,0,0.9891773055,0
0.54,r,0.9891032352,0,0.9891032352,0
0.55,r,0.9890281444,0,0.9890281444,0
0.56,r,0.9889520119,0,0.9889520119,0
0.57,r,0.9888748159,0,0.9888748159,0
0.58,r,0.988796534,0,0.988796534,0
0.59,r,0.9887171431,0,0.9887171431,0
0.6,r,0.9886366195,0,0.9886366195,0
0.61,r,0.9885549388,0,0.9885549388,0
0.62,r,0.9884720758,0,0.9884720758,0
0.63,r,0.9883880047,0,0.9883880047,0
0.64,r,0.988302699,0,0.988302699,0
0.65,r,0.9882161311,0,0.9882161311,0
0.66,r,0.988128273,0,0.988128273,0
0.67,r,0.9880390956,0,0.9880390956,0
0.68,r,0.9879485689,0,0.9879485689,0
0.69,r,0.9878566622,0,0.9878566622,0
0.7,r,0.9877633435,0,0.9877633435,0
0.71,r,0.9876685803,0,0.9876685803,0
0.72,r,0.9875723385,0,0.9875723385,0
0.73,r,0.9874745835,0,0.9874745835,0
0.74,r,0.9873752793,0,0.9873752793,0
0.75,r,0.9872743887,0,0.9872743887,0
0.76,r,0.9871718734,0,0.9871718734,0
0.77,r,0.9870676939,0,0.9870676939,0
0.78,r,0.9869618095,0,0.9869618095,0
0.79,r,0.9868541778,0,0.9868541778,0
0.8,r,0.9867447554,0,0.9867447554,0
0.81,r,0.9866334971,0,0.9866334971,0
0.82,r,0.9865203565,0,0.9865203565,0
0.83,r,0.9864052853,0,0.9864052853,0
0.84,r,0.9862882338,0,0.9862882338,0
