      Z             R              Ez            Er            |E|           H 
    (cm)          (cm)           (MV/m)        (MV/m)        (MV/m)        (A/m) 
 -0.390000      5.000000E-02  3.061411E+00  8.071732E-03  3.061422E+00  4.257334E+01
 -0.405000      5.000000E-02  3.056116E+00  1.093313E-02  3.056135E+00  4.249736E+01
 -0.420000      5.000000E-02  3.049402E+00  1.414036E-02  3.049435E+00  4.239268E+01
 -0.435000      5.000000E-02  3.040262E+00  1.793649E-02  3.040314E+00  4.226202E+01
 -0.450000      5.000000E-02  3.028776E+00  2.216453E-02  3.028857E+00  4.209886E+01
 -0.465000      5.000000E-02  3.014635E+00  2.684428E-02  3.014754E+00  4.189894E+01
 -0.480000      5.000000E-02  2.998080E+00  3.203310E-02  2.998251E+00  4.165313E+01
 -0.495000      5.000000E-02  2.977711E+00  3.798239E-02  2.977954E+00  4.136541E+01
 -0.510000      5.000000E-02  2.953665E+00  4.447997E-02  2.954000E+00  4.102679E+01
 -0.525000      5.000000E-02  2.925548E+00  5.153123E-02  2.926002E+00  4.063165E+01
 -0.540000      5.000000E-02  2.893609E+00  5.927676E-02  2.894216E+00  4.016903E+01
 -0.555000      5.000000E-02  2.856158E+00  6.779422E-02  2.856963E+00  3.964415E+01
 -0.570000      5.000000E-02  2.813436E+00  7.684161E-02  2.814485E+00  3.904622E+01
 -0.585000      5.000000E-02  2.765065E+00  8.637770E-02  2.766414E+00  3.836941E+01
 -0.600000      5.000000E-02  2.711098E+00  9.666628E-02  2.712820E+00  3.760521E+01
 -0.615000      5.000000E-02  2.650233E+00  1.072305E-01  2.652401E+00  3.675835E+01
 -0.630000      5.000000E-02  2.582842E+00  1.179361E-01  2.585533E+00  3.582049E+01
 -0.645000      5.000000E-02  2.508841E+00  1.286743E-01  2.512138E+00  3.478940E+01
 -0.660000      5.000000E-02  2.427738E+00  1.397032E-01  2.431754E+00  3.366894E+01
 -0.675000      5.000000E-02  2.340191E+00  1.497678E-01  2.344979E+00  3.245807E+01
 -0.690000      5.000000E-02  2.246534E+00  1.591250E-01  2.252163E+00  3.116067E+01
 -0.705000      5.000000E-02  2.147315E+00  1.676505E-01  2.153850E+00  2.978423E+01
 -0.720000      5.000000E-02  2.041500E+00  1.751408E-01  2.048999E+00  2.835310E+01
 -0.735000      5.000000E-02  1.932951E+00  1.804541E-01  1.941356E+00  2.685498E+01
 -0.750000      5.000000E-02  1.821468E+00  1.842656E-01  1.830765E+00  2.531426E+01
 -0.765000      5.000000E-02  1.708172E+00  1.865204E-01  1.718325E+00  2.374857E+01
 -0.780000      5.000000E-02  1.592279E+00  1.863884E-01  1.603151E+00  2.219170E+01
 -0.795000      5.000000E-02  1.479058E+00  1.842985E-01  1.490496E+00  2.062583E+01
 -0.810000      5.000000E-02  1.367623E+00  1.807139E-01  1.379511E+00  1.908517E+01
 -0.825000      5.000000E-02  1.259034E+00  1.756885E-01  1.271233E+00  1.758595E+01
 -0.840000      5.000000E-02  1.153277E+00  1.684889E-01  1.165520E+00  1.614903E+01
 -0.855000      5.000000E-02  1.053532E+00  1.606384E-01  1.065708E+00  1.476409E+01
